x,y,z
0.5002233231965104,0.4832195429149102,0.8772955989178662
0.9977271476151117,0.9911524105986668,0.028306229271575556
0.00038633608550608933,0.0808448413473214,0.046009633907301284
0.9717546427981234,0.007989418615405919,0.06198251956504597
0.04477343319939153,0.9903980441685962,0.24009713959635126
0.9991019354198387,0.9921467816246746,0.7892162475045366
0.013542165556053587,0.9729412151808068,0.9827704151743366
0.9979393666123675,0.03494081423628714,0.9704339068096293
0.5185446082364441,0.5263269553510154,0.1493483203485536
0.012721458998404822,0.026429783222953862,0.918091586544226
0.4844420829211964,0.011366991588490527,0.45462665870160957
0.9427295646550158,0.3803916920693323,0.5137686581779219
0.011332313014475681,0.555107738631624,0.6158452938458564
0.4939250801851487,0.9361421852268061,0.5725161383632865
0.03628604234748534,0.5793322587506331,0.022795093309554537
0.5289381018092372,0.9952091481929585,0.11521705679716021
0.53614830391997,0.038157725477130255,0.9973914843609186
0.982650361005803,0.5358186296054201,0.0851710142789438
0.9166994357500273,0.5994721111492708,0.9819144401072003
0.4560001260396275,0.11639152049406876,0.009194259874082844
0.5531508798259678,0.9964254061000227,0.997208106875269
0.01687402523181325,0.0429982003209638,0.488545764077441
0.8695275140474333,0.7859002610846053,0.4079440647010414
0.11182951538118835,0.4205207778779173,0.986696193850654
0.273099977737597,0.33415550831955965,0.3766418899763757
0.8629847971303454,0.009119488064468495,0.5234845560007448
0.28753281051513535,0.209606546392479,0.7380908291231305
0.06696508666458834,0.9615617906996042,0.6051049289301712
0.27753603346577294,0.7136900344412146,0.37987973547290743
0.7145527252004896,0.23564456379097587,0.25146365754277344
0.5902935898889782,0.447490610308408,0.527128190636193
0.7615910775819985,0.2440112299190439,0.8068498509435005
0.26814271219057484,0.7472610039250734,0.9028460573402302
0.6996969170679429,0.7469461315623269,0.7515468692224831
0.26888687156404156,0.8218020942689304,0.040595230451504594
0.7542896075420331,0.7603197987551532,0.10106164195117762
0.2424255098297683,0.3296462370234635,0.07015422221580236
0.32349480381839657,0.5893549091717956,0.6534564998366451
0.23017041614694056,0.008433711863992666,0.2847840396949687
0.010744243878924586,0.393620087070364,0.2530608780555378
0.9987702192993002,0.6180046863978019,0.699156426297718
0.766968732839163,0.5186520414480471,0.2946555493230669
0.008190621961193023,0.27603602562659413,0.7586403479538231
0.5836910489459711,0.7091526798222912,0.4126876339588329
0.7594133599212096,0.3835811349880054,0.00513515015096766
0.9940165169006493,0.21116589121766938,0.2584389904577513
0.2917426821117396,0.9938965470818527,0.3783278720812836
0.6295139231003908,0.004215695038009337,0.7413683409096271
0.7871217713312921,0.984834361601793,0.5733247956401247
0.001505130675650057,0.6416052705439051,0.8752115551374001
0.742159679354786,0.9955979122169042,0.29671855382974155
0.009497049156403703,0.7209714349963302,0.37560055336901543
0.8183810578410156,0.8544093588155109,0.9639869799970039
