x,y,z
0.31948506986366865,0.20395065679687951,0.43183687432811924
0.9977271476151117,0.9911524105986668,0.028306229271575556
0.6489316590929766,0.9821029087375165,0.988204099885191
0.06510747763564928,0.9998758585209224,0.09293261445205414
0.9979393666123675,0.03494081423628714,0.9704339068096293
0.9856465235686229,0.036828496547141265,0.00743940472497151
0.005056479238508271,0.6450883896838527,0.9955356503793003
0.9871602309376095,0.5667353210841147,0.5649447537036768
0.03516370052413276,0.030630738798379742,0.942854437261431
0.5428441493279186,0.6024608516347812,0.042646858908184204
0.5117502207554587,0.3564204244162764,0.9645950877181226
0.3974947724264968,0.8111858052218315,0.5320049546674414
0.012018140704595837,0.4625411906538087,0.05711838760381205
0.810786552111086,0.03052904365899467,0.5062830379440526
0.47838198396779985,0.010026262557604193,0.02874848654788631
0.8339439841961371,0.9874938615846468,0.4872219566285305
0.03427261245977142,0.008919950650287833,0.08989432081636806
0.982650361005803,0.5358186296054201,0.0851710142789438
0.01762747921914265,0.58871940268665,0.5041948956818192
0.8878113817767579,0.6003178669169797,0.9859954177477499
0.03150358480611748,0.9845750379086817,0.6869122316087932
0.52821406486977,0.9843642283659566,0.1797239684028602
0.6069920830146344,0.4650642826518232,0.5848583548010093
0.5024901300146084,0.009997956601580649,0.7848605515061869
0.2619310955813072,0.9896443906723296,0.99378217226555
0.7379982683278616,0.2700027274505008,0.2070371161631951
0.008347737116174536,0.01542950994213943,0.5642201066086164
0.15023765557847757,0.3502381552822985,0.7782236243131299
0.9876856766566637,0.9436348336859408,0.8603342920527159
0.4390708538599176,0.698280265767503,0.8657936945690365
0.32736096242375623,0.317142556496665,0.10272662650321318
0.826219711913838,0.2986189768627271,0.8243569968794481
0.2528253274948026,0.7344430864091838,0.18301382456594573
0.7232386088358224,0.6442852933760878,0.32972551233758585
0.9936208716254888,0.29452338667715683,0.3970844402410487
0.6922953404599882,0.7566912054151878,0.658640213975893
0.03987010290052562,0.23570272263498548,0.3010895871011272
0.3841106715851087,0.5167890043648485,0.38347152677667906
0.9830081283134045,0.8207869981135191,0.28095466722122053
0.010580374387487046,0.8696993789447484,0.36139813476756866
0.5431930118205938,0.03733320472254398,0.3406158185401743
0.7657836670200767,0.8158248898653394,0.03335014196277064
0.2827973409524268,0.16901594020464472,0.9776013053010331
0.7033675525888125,0.050618505632185284,0.983708843659539
0.1711981304052579,0.7459179574868835,0.757882205730776
0.25970586688770847,0.9930566928907266,0.324139360596825
0.23502664666007123,0.002999641718535062,0.7339530885366506
0.01574055553142506,0.731256687129825,0.02056385418269535
0.9803519935728396,0.02036378168960229,0.29670471182420644
0.6089040772695992,0.19719671653527093,0.5856758349375168
0.33199496147148744,0.5565438317297345,0.6427230600600846
0.0029390755197626905,0.3067691995824009,0.5595794747628969
0.31008226283775175,0.9912577957609668,0.7328784988516639
0.32407785749152096,0.946909486923647,0.01505811547955671
0.27646173996272505,0.5042551992212807,0.949668390076996
0.23017041614694056,0.008433711863992666,0.2847840396949687
0.9707317777066738,0.16264447271804972,0.6601521839607699
0.9420567713930096,0.2878866854655878,0.018321358566427692
0.3651921747918857,0.2261603443269169,0.7224014944720278
0.6657510335687504,0.5422806330793497,0.8810754717364895
0.5660814050272799,0.2741876277052532,0.02293562906539337
0.1759826600859774,0.4800187374884952,0.2474954211030771
0.9829436338253786,0.8122028189287441,0.6160916532265406
0.5963573718802003,0.9747413222729072,0.7361772368468982
0.013542165556053587,0.9729412151808068,0.9827704151743366
0.5837954700097416,0.9662012744776605,0.47540538085161643
0.25284200087990183,0.5619279713030114,0.0061959598622644
0.7462746378305808,0.01982041396590728,0.06571179136346494
0.5008620628250755,0.7674469911614729,0.312752511461326
0.7456478959870236,0.4714574261285899,0.023972672532583506
0.5386568845291398,0.28618577190194117,0.34044676106716665
0.0015743653726801865,0.6466022034125888,0.2725064955676352
0.2316369890751362,0.7343878666850877,0.9944496132092051
0.06076416551477393,0.23447194549030814,0.006294999225572195
0.21704185449598923,0.6976032657122352,0.41591313565829324
0.026253529244123164,0.2676211910612899,0.9645063430376161
0.8160595848581097,0.9751847499006471,0.2169886608595446
0.7702609379434557,0.3623665643825442,0.4255524870806212
0.7348789557674498,0.018847269421054857,0.7277485195730172
0.41704188198364367,0.04150216838917997,0.562573231215597
0.004176587885468153,0.5237389165106588,0.7539219380229003
0.6683809823007901,0.7563824707118957,0.963804301937504
0.24686657486021468,0.1022586302538544,0.07842406343432129
0.19846032357056453,0.9420631676239769,0.5394751478198335
0.9657275395667394,0.5698964049135655,0.3401714761397865
0.8985419188354961,0.5380332441631105,0.768444218807374
0.5558889385856052,0.5004968570643514,0.24313913468098902
0.1779645409792252,0.42487792309112227,0.4956289964674012
0.5666927491777158,0.6591812239178736,0.49404065875670633
0.9758956637666587,0.29391922536385573,0.9824475628591213
0.6224514127068856,0.342716450052857,0.7643335078695263
0.07767707873256935,0.15405706717401058,0.7232859088595432
0.8335726054038785,0.38826018826154574,0.629173429278165
0.5493415359086561,0.8460982475241591,0.017021233546041237
0.8503037847062636,0.7567855293104973,0.8451636311369102
0.41326861932281767,0.377364386315467,0.5426626905568032
0.386746810230014,0.149731419278463,0.23212503231289217
0.40248989752859166,0.4213217010435393,0.7885827155996001
0.4781411912643272,0.09994969771524631,0.9930893773283765
0.8582972371205965,0.7303930407386087,0.47256083522950043
0.7966907973092295,0.9487166412111164,0.7840647507770361
0.7409720248878239,0.05704810014470196,0.2876255552164131
0.05491163622767836,0.7812435218002022,0.5921021277323164
0.8173917676603696,0.6513326181441322,0.14765304042143312
0.7009580734493234,0.2547813947096741,0.9799129782098941
0.9716972047568654,0.7300094415224053,0.029577745918037635
0.15433710944475432,0.1520498602830409,0.5363961203708774
0.009150812821657084,0.4221594956626372,0.36907759718472355
0.4812661308859806,0.888411992086636,0.9133496762008702
0.7221365378455482,0.8551894628339789,0.3842978868995447
0.387149542587506,0.7343289836054331,0.026912476666078322
0.9390590773634796,0.39762291017151163,0.23928673947344514
0.508726273473136,0.5888185840283022,0.7193993938097791
0.5874281822941635,0.09754543301216034,0.16182120884197115
0.64993287214041,0.8372025863950455,0.2025124421225023
0.9996032041795087,0.37474032987754646,0.7716629204430286
0.9126603545222866,0.18589222618775725,0.2288244220376422
0.9874234271971276,0.9938221841686291,0.35853682689943167
0.7443357653510287,0.6021862630382611,0.5619410369112382
0.21833799766124695,0.27454565474507386,0.2539528551093261
0.0847084765221,0.4467345965721292,0.9640408452772009
0.7074057716719966,0.9940266025382821,0.018098554903814068
0.3478963677290484,0.5041943136302642,0.15776951005203943
0.9579396806619392,0.006537986105681903,0.7624483954005283
0.5167221935151988,0.8171685491591042,0.6762187659202372
0.6081506497985132,0.025456262776392125,0.5129126109253497
0.028246514216181295,0.009685001670954763,0.2737540490814644
0.9493569522050961,0.9918630757393783,0.6329522827207822
0.7843504649255196,0.41748735623783884,0.9904896358570237
0.7412826581080423,0.2261147963754495,0.014888704621981552
0.5018257319802516,0.5847935924645308,0.9931986936017222
0.7761337918863819,0.4697714946107896,0.2069496262735402
0.059183999477643745,0.8139793161153269,0.17554988973329433
0.563677305759274,0.18182193645527212,0.8220179340089322
0.4889642517037711,0.3470555918165561,0.17523731835239098
0.14823183147631946,0.9852611100990063,0.8224937202299673
0.6744353093676353,0.196216289616004,0.41227605991972194
0.22448472193510682,0.5349639430531618,0.7824876394141661
0.4148834838991394,0.9867282270726475,0.5519994434019135
0.6280975590315686,0.49070365576454955,0.4105747171239186
0.7254022748567334,0.4933262352538357,0.7222678980426037
0.21803770174878234,0.8024579586584524,0.025018868174568665
0.9971889973052758,0.734753330796395,0.9631355423833065
0.34918373946359893,0.818524213057558,0.7258434570502937
0.8516069727688946,0.9769575638641372,0.9645163833194622
0.33991066049116636,0.9036929655021114,0.19779186728585185
0.8667282544763234,0.14120127493056922,0.9288519597743139
0.27785244190020486,0.38513837501184134,0.6663233843023805
0.8236515640923553,0.19987936524485006,0.5322631486432728
0.7412841950194264,0.25110120704150307,0.6808393520424325
0.0010388291717072784,0.7323070681467574,0.7669038480748542
0.41943396639651387,0.6312005117067477,0.2500410655129327
0.7116129544102916,0.9054555586229132,0.5774072860020518
0.9905229856410968,0.3879277269089456,0.5625257133643047
0.20027491234645156,0.0008541279406514279,0.9730671250879883
0.005132513881680234,0.11998528920143625,0.4184381808088643
0.433661020490275,0.9742718827195371,0.38519134182257375
0.34682404221080354,0.3653947427759363,0.3222817797436225
0.8403797673226495,0.6786707779392944,0.6757261744137679
0.21448506755148045,0.34268177671875877,0.9798650702150057
0.1661311504342634,0.573692181805628,0.6309210956983042
0.36253831221766575,0.03274639905588028,0.8931948606225154
0.13700362629591234,0.8578852152529874,0.9358693396510375
0.9854578922240195,0.14193734375996714,0.4597728520750334
0.1853015956513746,0.4114687508478163,0.013320423012705862
0.27940524023417534,0.8884611104654128,0.8571422638777733
0.6477273429679904,0.9957226649293469,0.29097521150800565
0.41301811577232184,0.15494443676146963,0.07093217871407576
0.3242921722099841,0.8529102867580296,0.3755100809901373
0.7233988795378825,0.16863502097722138,0.844728038090561
0.09907212619435735,0.6088063352477573,0.08477734506414525
0.8899578939189889,0.4906911674581377,0.4610452094008862
0.2632876209635312,0.7021114304969848,0.6247916984548686
0.387191183255153,0.04986949153299969,0.37882367242518733
0.14052481972791397,0.5986299726310728,0.9042247171848777
0.13479155497428297,0.5497197339171462,0.4012490109973551
0.38643102967490117,0.25510622126363314,0.8899488896063161
0.8911496998959147,0.89195234586221,0.09900437320032196
0.5249379596106923,0.42926288900581433,0.017446340718629716
0.1001725269124466,0.13839513682476956,0.15800367188160747
0.06501775336063897,0.3207884016864062,0.1678146580257388
0.2122659242456676,0.12690177612035647,0.8323951306926567
0.6123736995527567,0.8330258844003189,0.8070432483954437
0.18241861641911583,0.922330264593144,0.19017723531087682
0.16549034424666287,0.8448785019700953,0.33727694874891445
0.9829655338666109,0.9729172806602359,0.19935548201873876
0.9796376166262042,0.6727719569323805,0.7548714079193968
0.8851005114474001,0.006135958495470217,0.1716732050710853
0.43868369144163744,0.6724139245244498,0.6061152182570492
0.3800092260781006,0.6611415032409391,0.44541598800649007
0.6389757474590889,0.6872467653892635,0.15895128487179266
0.4834411829034492,0.20518908557612192,0.46184261061098764
0.8510232934208725,0.20833162781763093,0.37908828962221675
0.45069540619429405,0.011066072813200045,0.20108653690661038
