x,y,z
0.6489316590929766,0.9821029087375165,0.988204099885191
0.03427261245977142,0.008919950650287833,0.08989432081636806
0.9729681265209545,0.5485921845265449,0.02314866812661942
0.9162002151189034,0.00171707609406746,0.9736731359848751
0.06510747763564928,0.9998758585209224,0.09293261445205414
0.026253529244123164,0.2676211910612899,0.9645063430376161
0.42107944567592026,0.4850234228072635,0.429494944406307
0.0039003784313669243,0.9759930822161205,0.7653574958968667
0.8561598398803217,0.0034579115009069072,0.3290936702778686
0.9731619870079634,0.9702471041560535,0.47374405138429176
0.6096050867900303,0.9934609377981627,0.004832085772237593
0.9516788804879754,0.5064231281107315,0.7709069476547284
0.45788578895770526,0.031171307371704593,0.6980230602572854
0.47901188376083037,0.491271904190023,0.9629468123613768
0.09350296810416103,0.5063738949149298,0.059242822182092425
0.44613081930281473,0.9620982358220496,0.5164864482973298
0.5660814050272799,0.2741876277052532,0.02293562906539337
0.008347737116174536,0.01542950994213943,0.5642201066086164
0.011332313014475681,0.555107738631624,0.6158452938458564
0.8397263914298483,0.4470401965428159,0.38990927918981255
0.3477987875604557,0.08505811417062448,0.32459273778347
0.1295815213157674,0.6728300597424569,0.9814383843045691
0.9977271476151117,0.9911524105986668,0.028306229271575556
0.9992673513993711,0.8682506428102401,0.8813862385001472
0.4665308202394003,0.6560966981281277,0.09776746229682176
0.9787953173260319,0.18259281170519492,0.009057566004303075
0.6948349707861414,0.7367468525656566,0.6565133668876171
0.8155610064508565,0.1912701347315432,0.655613203647797
0.1410100600270232,0.7865337106070185,0.39385326460214976
0.2619310955813072,0.9896443906723296,0.99378217226555
0.7558815486447882,0.8072778151283138,0.2656303805308494
0.6254476152544516,0.17919272632436967,0.9577781600685805
0.018933660516886275,0.3058688659911757,0.3204807438144668
0.3515175399085231,0.722186579144247,0.7323082177169543
0.23180862168571614,0.2715719839498715,0.6447546797098819
0.3075689259244393,0.07235132749474127,0.9891672169081888
0.25550830310412187,0.22612654512028285,0.029194686368808842
0.6161178119203283,0.21969974402318615,0.406326032857649
0.3683054290228738,0.9990632032484941,0.22016768555608746
0.6561719579257408,0.4334556813779207,0.7293646835374737
0.9758956637666587,0.29391922536385573,0.9824475628591213
0.966469078135668,0.6776522820466279,0.5189119440970967
0.8085455428128443,0.625425480426554,0.99707427478118
0.637078708213194,0.0013093740753202798,0.09004141076770811
0.2150907374191614,0.7563151365628518,0.011246715570125798
0.03398242555261233,0.005622055278659555,0.8683640691403745
0.7023573892676118,0.5259442658118341,0.1605943529057
0.47191579937496864,0.7681385065276998,0.9745330061652373
0.3720481604811019,0.4167700058615257,0.17676758451661145
0.4677438878711129,0.7394731162173084,0.3502970709076232
0.1646007364810126,0.46916056916371474,0.813610935529867
0.8138665627635796,0.9826651255433565,0.6836451875599219
0.9908289541869095,0.22530060236870697,0.2881920217530838
0.16471446780659227,0.530848280745196,0.3733214207194432
0.31008226283775175,0.9912577957609668,0.7328784988516639
0.7905103945479125,0.7511497940170883,0.017792349854600986
0.7653526325518336,0.21373019597795206,0.1743819694103601
0.6569696826492364,0.0004856409002177431,0.5208913611930449
0.9902397794304778,0.03355709002262863,0.5712787760108566
