x,y
0.33589315688312926,0.5442912826329007
0.9969370620932515,0.003600222013997123
0.9956244005049412,0.9904643096096742
0.027782212100630033,0.020985610901693263
0.03638725539866716,0.9866807713990301
0.8554069474812521,0.501302409991405
0.5234451682603722,0.0837255808350762
0.5172209740944651,0.9848263395618555
0.02802829559702713,0.37314213524382467
0.7591064741687523,0.7958702421474302
0.03609807842819868,0.6785067995442134
0.7935493264997217,0.21616602253213912
0.262062230055189,0.212534277863762
0.5854883043079264,0.4127984409030564
0.2645706891167253,0.829968274083382
0.9991753591049292,0.7023062267763087
0.5176758790216751,0.707655895566525
0.9952554196718469,0.3070499073836337
0.7283495977410882,0.012313091749542648
0.27210483323371026,0.0011971023813617254
0.7955250365600613,0.9917234773643918
0.6746816893174779,0.5894789348302287
0.4085683910526623,0.33728936736245163
0.2367373278590006,0.3979344056848727
0.3352565853492615,0.9910099707024282
0.08716316283773473,0.19586414944456532
0.16112589773560992,0.5567065432821119
0.5751758218921571,0.24797846912527843
0.7423777160164391,0.37424659420084727
0.10145425135971498,0.8409016717513813
0.912709901766614,0.8543506907047784
0.9421644727553349,0.15196885762965928
0.4376000467525476,0.8426862168987416
0.8198855025019854,0.6552250360701749
0.6612157304437016,0.9134135706356247
0.36024156511322847,0.7114367654169493
0.506530947793812,0.5411165775204366
0.9994929949532363,0.5516737958047566
0.4086116972870111,0.178472066744625
0.21047812526939724,0.6911996621024199
0.19509332030033533,0.9662302102178469
0.4080355901051852,0.008097679356385501
0.6520450913683037,0.12564757346461786
0.034043851330277874,0.5325808716077637
0.6128052100428658,0.7945216735552693
0.8516751369174907,0.03864367929144241
0.8852848750185413,0.3652741375354386
0.1638659783738058,0.30018301188389007
0.20492556097748948,0.1013641693573899
0.4241771725807425,0.45422141059284526
0.9803630522235846,0.43383674545296536
0.11759401913508594,0.437437627820211
0.8825034543718091,0.744552593337799
0.733796312435558,0.49784497846462417
0.7003817217478698,0.27468803234053585
0.3241836719179316,0.11273918069970146
0.4440498143182907,0.6346559830326199
0.674965650258185,0.6929973860912874
0.5751557125512531,0.6226022938966166
0.007149676708666175,0.8799611931951125
0.5864656188196601,0.00350915276633057
0.28639896615196436,0.310414643875771
0.11849121367031779,0.7417595697590881
0.9094553482770271,0.25670315490763773
0.5059993094806826,0.3187696874440611
0.2871759161932044,0.6296099214243922
0.9106881029580173,0.5928765125840472
0.6039009096082203,0.5225124793726224
0.12061650315332095,0.05402208468565295
0.7986187458723933,0.11980006182580749
0.33125549007675403,0.41526785869151406
0.014145663832113242,0.27900216622568097
0.8863375428729632,0.945587387352111
